Customer ID,Loan Sanction Amount (USD)
C-43363,46284.44
C-3285,0.0
C-11221,54417.23
C-12768,43773.05
C-40230,50983.73
C-5599,49674.15
C-34877,47729.88
C-18119,128848.82
C-44042,29246.51
C-13296,21278.09
C-37969,28512.87
C-47828,0.0
C-21923,40065.08
C-8736,43363.61
C-37732,17290.45
C-21954,57899.76
C-27278,64319.62
C-16100,0.0
C-13919,68658.95
C-5303,30766.09
C-34004,50818.12
C-29068,44037.87
C-30763,64291.24
C-6292,37170.29
C-19645,182777.14
C-14478,0.0
C-1145,8819.58
C-11827,93369.4
C-49892,0.0
C-1262,54696.1
C-3566,0.0
C-48842,120463.87
C-16262,67736.96
C-22259,15371.05
C-48704,0.0
C-27910,0.0
C-15813,14476.32
C-36823,70637.23
C-2714,14735.47
C-32449,18618.46
C-36325,18097.15
C-10517,36640.13
C-16842,52127.39
C-7020,15989.62
C-11728,78471.44
C-38121,916.49
C-4373,7570.54
C-7239,49299.75
C-40440,55161.87
C-2692,59378.37
C-4216,124879.82
C-32562,28394.46
C-33255,88043.93
C-36244,46431.18
C-32394,97349.29
C-18718,10792.67
C-48672,26283.17
C-1301,108242.77
C-43299,75424.53
C-44393,61987.13
C-43542,0.0
C-26080,29117.78
C-44294,9511.52
C-28896,101747.62
C-23704,70365.64
C-26651,94356.85
C-5023,34483.98
C-46806,0.0
C-12259,68793.8
C-44882,82351.6
C-3182,57090.8
C-24831,26214.27
C-49547,39211.28
C-20713,0.0
C-9238,19402.03
C-30031,53216.82
C-33242,46189.29
C-42589,44293.39
C-22919,0.0
C-31875,38110.55
C-40492,82249.01
C-33275,48936.28
C-45764,92172.34
C-37517,86071.59
C-44296,66210.37
C-31148,51980.17
C-29114,0.0
C-1313,35518.99
C-25568,99121.25
C-21426,53644.87
C-14140,60765.21
C-20886,32195.6
C-33302,0.0
C-8948,106864.74
C-30367,21257.56
C-46914,26664.18
C-22704,41404.51
C-23569,98984.34
C-42215,0.0
C-8893,33657.68
C-15256,50813.52
C-46181,0.0
C-48838,0.0
C-20323,47894.71
C-2569,82902.7
C-35745,0.0
C-9173,17050.1
C-14390,28265.88
C-41887,0.0
C-23863,10392.97
C-2583,52615.38
C-4829,31054.12
C-20849,45820.5
C-22047,17788.53
C-45403,2215.66
C-46121,121767.85
C-41247,26277.63
C-9252,32662.7
C-31235,14493.29
C-15462,61912.59
C-19954,25033.41
C-41716,0.0
C-3259,66054.75
C-34031,21965.5
C-28374,37406.41
C-8758,88177.45
C-34000,25474.93
C-25084,0.0
C-48041,34084.59
C-1953,80271.12
C-9848,51010.39
C-12698,54128.05
C-23113,25973.35
C-42107,0.0
C-19462,27669.39
C-13984,60695.24
C-19569,40387.8
C-41503,0.0
C-40118,13462.93
C-20199,30907.29
C-39106,114016.96
C-10999,26969.58
C-26109,83965.24
C-48139,0.0
C-30127,26009.26
C-29067,98162.05
C-31918,22143.61
C-48942,0.0
C-40385,33136.32
C-8716,45687.06
C-1163,36184.86
C-9084,75679.76
C-16587,67715.94
C-43179,0.0
C-27546,7116.65
C-42522,88956.77
C-40244,90445.76
C-26473,25223.19
C-4847,114366.3
C-39685,0.0
C-31526,0.0
C-29902,15096.66
C-27394,90237.04
C-44467,0.0
C-16042,33677.67
C-34708,92455.38
C-40019,83033.33
C-18430,0.0
C-17655,28763.13
C-10936,59509.9
C-40113,68307.76
C-25016,7880.97
C-43047,0.0
C-20169,31020.77
C-6770,26167.99
C-34478,153945.28
C-5030,0.0
C-45009,13265.39
C-38201,0.0
C-8681,34096.45
C-1813,24301.05
C-23497,5068.89
C-30489,52476.84
C-19081,61503.31
C-6140,23610.36
C-28403,21312.03
C-10320,0.0
C-29827,67190.06
C-5411,0.0
C-41756,0.0
C-16016,27111.08
C-46635,0.0
C-29056,69105.52
C-20860,62984.2
C-20073,49082.54
C-31048,51090.24
C-34492,48303.13
C-28990,0.0
C-3739,42795.04
C-39296,155168.26
C-36166,68774.34
C-46576,0.0
C-14205,0.0
C-22757,9877.33
C-44740,1132.76
C-17342,39804.42
C-49089,40021.41
C-9040,34470.43
C-32994,88331.92
C-28309,62733.38
C-42329,33372.87
C-58,37235.69
C-33568,55018.03
C-22856,52296.36
C-6257,0.0
C-21096,28352.67
C-9193,99062.81
C-45971,0.0
C-27395,26436.46
C-32762,68055.72
C-10573,14815.74
C-13608,71496.25
C-34298,84527.66
C-11113,33251.49
C-6189,63477.52
C-8477,39002.88
C-10056,25041.8
C-47166,566.86
C-3625,27880.25
C-16113,27175.28
C-7291,40492.66
C-48284,77164.89
C-2629,51423.01
C-18503,125871.63
C-24072,23263.92
C-25858,111975.49
C-31232,57981.36
C-20523,87601.3
C-24307,8555.1
C-36770,123684.44
C-14788,25918.0
C-38016,17317.83
C-15733,0.0
C-37589,69358.91
C-33230,27041.9
C-36700,16653.64
C-2859,0.0
C-30324,109354.2
C-28653,56489.27
C-10666,160496.82
C-48902,35375.56
C-28435,91091.1
C-4159,24912.89
C-23496,32618.6
C-7456,63209.67
C-15632,147676.82
C-17370,52699.12
C-14347,0.0
C-38403,0.0
C-49563,554.17
C-16500,74819.41
C-49787,47928.42
C-19719,89728.99
C-47381,0.0
C-45573,9948.01
C-39021,89392.62
C-36044,32113.63
C-45885,0.0
C-19497,170061.09
C-27415,198252.13
C-30257,73970.85
C-11455,9932.2
C-22672,0.0
C-43982,56502.61
C-33632,71135.72
C-26101,144538.11
C-29753,52667.52
C-37802,43357.31
C-49214,118540.95
C-8360,116438.5
C-34730,46035.44
C-15385,0.0
C-12009,124197.89
C-5494,69008.32
C-18737,15304.34
C-48493,30501.55
C-7745,90296.81
C-48893,85302.3
C-45712,35792.53
C-16773,19060.33
C-377,0.0
C-46760,0.0
C-36439,10523.94
C-17581,35324.35
C-21853,19877.38
C-24162,101058.56
C-23431,0.0
C-15136,47221.32
C-8173,118806.51
C-20067,33215.05
C-26726,114991.56
C-29254,50592.16
C-7989,52601.05
C-12558,49576.94
C-30641,42651.82
C-46585,0.0
C-16253,22665.29
C-40980,72965.57
C-14151,86784.09
C-32035,96533.19
C-8996,51654.06
C-27943,17520.39
C-5083,53157.36
C-48849,33550.15
C-34235,182067.82
C-1073,114930.82
C-48455,9119.78
C-12471,93598.1
C-47301,0.0
C-46482,30912.54
C-21486,103095.18
C-2746,53141.49
C-6737,60395.15
C-44345,0.0
C-1124,106035.39
C-27602,154736.45
C-47814,95747.08
C-39662,52241.09
C-30803,78760.08
C-4386,0.0
C-36021,0.0
C-35944,45862.76
C-29139,190307.77
C-1458,8973.37
C-37186,70370.85
C-10144,23851.05
C-2486,86312.47
C-15258,0.0
C-43004,61169.96
C-45626,35089.07
C-34459,28706.64
C-44020,28377.67
C-33815,52328.89
C-9817,47292.78
C-40758,28134.29
C-19261,0.0
C-16250,53703.84
C-12112,42317.01
C-40081,136433.53
C-14169,93256.2
C-40753,63806.36
C-21075,87889.06
C-209,114582.52
C-28723,13603.08
C-8384,15851.92
C-24710,64739.09
C-10815,28629.85
C-48481,15541.74
C-25158,41834.54
C-16452,31552.53
C-18033,47403.54
C-7120,0.0
C-21479,53496.89
C-33978,65818.12
C-19024,32807.82
C-12092,103398.76
C-29058,17141.01
C-6294,16207.95
C-45783,0.0
C-25788,10990.91
C-17452,13647.25
C-32973,60769.58
C-37672,202412.2
C-37335,61248.36
C-34136,9816.11
C-43061,0.0
C-26811,19483.42
C-7378,106159.27
C-13862,48901.9
C-21747,72618.46
C-7236,9531.67
C-12310,61188.23
C-24609,40217.44
C-4881,183544.61
C-16144,78495.31
C-4166,51380.46
C-10245,60642.95
C-7703,28707.36
C-44076,0.0
C-36028,116606.63
C-45994,29359.54
C-26860,35696.32
C-45381,0.0
C-32101,110149.93
C-45650,34809.81
C-6529,65159.29
C-3249,119027.85
C-14501,31744.59
C-47482,0.0
C-9265,21971.19
C-13907,5445.05
C-31288,24949.51
C-21128,20487.38
C-31000,8154.88
C-33830,49872.12
C-5806,10319.53
C-28960,0.0
C-14102,163323.39
C-2002,69274.64
C-38928,31351.09
C-39637,52022.04
C-11868,188209.28
C-22410,0.0
C-24637,0.0
C-19825,56878.44
C-21363,75529.93
C-18787,67596.21
C-28311,1287.3
C-19240,30526.27
C-2256,46466.39
C-13465,99526.34
C-41161,27740.43
C-35320,99765.63
C-2557,114976.11
C-11901,48140.59
C-13707,0.0
C-4691,26683.18
C-4948,111424.27
C-35013,0.0
C-25560,0.0
C-15549,55065.16
C-17882,18485.61
C-48217,0.0
C-5734,12648.22
C-13381,9947.06
C-44831,0.0
C-21453,155113.08
C-23931,129005.86
C-46714,118585.86
C-22735,113015.3
C-15846,37661.67
C-13910,100096.62
C-541,14425.29
C-23722,25005.17
C-23468,0.0
C-12670,28914.96
C-31052,32288.22
C-47929,0.0
C-18679,80724.21
C-23467,77143.52
C-49976,217494.68
C-13841,38123.0
C-26539,136642.19
C-30850,16863.57
C-20498,18655.85
C-46865,0.0
C-31402,129353.53
C-42130,201178.58
C-30786,36005.19
C-31663,15441.99
C-38513,27523.73
C-15261,38822.65
C-38486,0.0
C-1267,164271.75
C-43362,0.0
C-20821,39045.25
C-44201,0.0
C-25502,51690.92
C-14087,54882.37
C-19974,0.0
C-10683,0.0
C-4117,14415.92
C-19200,38963.52
C-47276,68418.6
C-18041,67671.68
C-46686,24714.25
C-19372,90649.01
C-21338,0.0
C-46659,34754.69
C-40708,76987.28
C-17376,62397.16
C-9635,44716.02
C-30329,46428.35
C-22794,67466.85
C-13945,15310.98
C-42021,46451.38
C-527,28986.99
C-32612,100194.84
C-40428,48195.07
C-8175,183473.94
C-25335,81126.22
C-36559,38210.04
C-34181,17594.08
C-49559,12971.21
C-27473,57917.37
C-20106,58135.2
C-43623,0.0
C-11795,46174.11
C-26607,59054.16
C-26525,147371.96
C-23680,48179.76
C-5423,22561.78
C-16050,90876.93
C-38447,10427.16
C-15603,118486.13
C-49509,0.0
C-25695,29212.93
C-25058,41605.9
C-26949,50340.23
C-27148,124513.86
C-43092,0.0
C-183,128892.63
C-31036,34561.51
C-25122,105279.44
C-13491,74714.43
C-43972,0.0
C-3330,107337.98
C-32302,34841.11
C-34102,135210.32
C-4632,17435.32
C-17897,10139.96
C-48972,0.0
C-32343,109525.08
C-45024,26392.74
C-819,131758.76
C-46967,0.0
C-26832,166477.94
C-24818,48834.13
C-45461,0.0
C-40987,26327.44
C-3610,2759.23
C-37574,60348.77
C-10490,86058.83
C-43755,0.0
C-9457,103378.16
C-20468,0.0
C-39647,0.0
C-23024,89644.91
C-29074,51669.01
C-34896,27161.4
C-17689,64513.92
C-16146,58725.34
C-37020,22633.69
C-8307,21882.96
C-2134,5061.12
C-13904,0.0
C-21181,7884.82
C-19484,21429.48
C-10745,46080.07
C-38407,8284.25
C-25107,95956.13
C-38115,16773.52
C-24731,67451.33
C-106,72696.98
C-3281,26712.29
C-5520,58742.13
C-33562,14289.6
C-46361,100336.57
C-29222,50851.78
C-19041,38396.01
C-13258,61881.49
C-32177,34041.39
C-10266,0.0
C-3894,51566.75
C-46377,4774.92
C-7106,101179.91
C-1850,0.0
C-8353,71473.35
C-39289,0.0
C-14761,39327.21
C-23984,52414.85
C-49865,0.0
C-17972,16386.76
C-26328,28357.06
C-31589,59116.4
C-653,51617.21
C-37069,102948.57
C-46267,0.0
C-46291,0.0
C-41904,3295.72
C-37078,43001.42
C-38651,17101.2
C-9376,10484.8
C-16710,24120.84
C-27557,62802.93
C-4282,56779.62
C-3085,82259.04
C-12988,120060.97
C-26240,0.0
C-31493,60305.69
C-39810,64931.32
C-36800,12464.8
C-9616,10161.65
C-7769,133137.09
C-3661,43026.46
C-29740,19331.91
C-35302,72428.68
C-18281,60382.41
C-1430,12066.61
C-21542,15331.55
C-11156,0.0
C-23922,54666.48
C-46074,41219.39
C-13637,26727.52
C-9677,107556.4
C-26485,58084.81
C-4436,128555.06
C-13524,84065.81
C-6792,58981.63
C-31433,116348.83
C-33613,39503.35
C-42316,0.0
C-30814,55359.85
C-37241,68459.64
C-38187,8747.62
C-1398,81420.59
C-37445,50388.81
C-30369,51284.86
C-39137,28731.68
C-12983,56638.39
C-37958,0.0
C-46462,0.0
C-26849,74528.89
C-28534,0.0
C-13209,22813.65
C-36678,65795.54
C-49312,39958.47
C-15449,97905.99
C-18017,36027.73
C-1255,25534.55
C-21876,121198.8
C-45620,126851.68
C-18488,47492.52
C-47056,0.0
C-14279,6448.13
C-6228,179424.22
C-32821,212205.19
C-21651,8837.98
C-44848,0.0
C-46555,0.0
C-7167,86072.55
C-89,44822.63
C-8809,16572.92
C-2744,27568.69
C-44463,0.0
C-3755,129231.24
C-4163,0.0
C-16641,52855.93
C-49587,90549.79
C-29384,20936.41
C-26047,16405.46
C-17845,69135.89
C-14269,61418.52
C-44148,0.0
C-5845,83462.47
C-5900,17886.75
C-48833,160251.25
C-37738,85905.3
C-2951,0.0
C-42636,82592.35
C-34089,72867.37
C-49178,78973.15
C-6633,57787.23
C-28930,29880.51
C-5106,47158.68
C-46913,0.0
C-37197,50000.78
C-24689,0.0
C-33721,9997.56
C-934,142568.59
C-14828,51914.98
C-48369,0.0
C-19437,18544.37
C-14692,37866.63
C-31154,35098.41
C-362,45141.61
C-49356,139439.93
C-35700,70253.3
C-13407,68685.81
C-18538,18633.25
C-18974,114847.85
C-22363,20063.89
C-47022,0.0
C-16320,53222.0
C-48072,8651.44
C-29628,37607.42
C-36577,32961.11
C-8538,190585.43
C-49813,0.0
C-19068,14425.32
C-35563,85334.17
C-30393,71661.99
C-15090,87429.1
C-45511,0.0
C-16326,20753.51
C-14026,20282.79
C-25278,36657.71
C-35579,39981.78
C-15012,36474.19
C-30344,49090.84
C-9284,89193.32
C-35905,89556.43
C-16102,0.0
C-24119,9007.06
C-2516,55775.76
C-11695,94758.06
C-43131,2219.35
C-11029,42776.75
C-16245,109460.11
C-38332,50472.38
C-41611,0.0
C-396,7860.63
C-15799,63617.42
C-43935,0.0
C-3502,0.0
C-24830,56436.68
C-15944,149538.78
C-27859,66196.8
C-20062,21904.05
C-28450,135466.69
C-38903,53470.73
C-16882,17473.27
C-17029,14839.06
C-49667,34069.14
C-48670,115209.17
C-43918,0.0
C-28514,101383.95
C-38532,12676.79
C-26698,0.0
C-16126,28497.55
C-41114,30212.64
C-27013,25840.98
C-36962,43290.51
C-10170,20011.96
C-2327,10670.64
C-8639,120463.68
C-37000,78673.4
C-36029,42198.8
C-19979,63698.29
C-19452,29766.39
C-36893,66013.68
C-40153,90794.07
C-27040,38676.07
C-12291,113084.13
C-32329,41259.36
C-38901,109729.55
C-13014,44889.28
C-11166,97696.72
C-7299,93479.72
C-31641,18399.5
C-34905,49144.63
C-23819,0.0
C-47457,25633.82
C-40607,23098.38
C-12096,50282.64
C-29859,32492.64
C-41013,17052.75
C-4968,92098.82
C-19360,47981.96
C-22531,26360.18
C-7822,62400.34
C-17705,55384.43
C-4394,80845.48
C-36809,27044.35
C-22511,0.0
C-39198,50897.83
C-4913,105844.1
C-7000,56579.81
C-35606,111377.82
C-44395,0.0
C-33574,0.0
C-32812,16731.95
C-36719,0.0
C-39557,60928.18
C-1917,10407.41
C-38857,41681.35
C-8543,81481.74
C-16364,18978.96
C-35227,120027.94
C-16980,37471.29
C-5856,94194.99
C-35603,73224.07
C-5742,61623.99
C-2214,0.0
C-34281,0.0
C-41083,45149.78
C-2878,167597.51
C-40392,32956.19
C-5921,58461.29
C-13837,49080.49
C-48699,11109.68
C-18320,14608.35
C-36467,116280.7
C-10428,64531.65
C-47332,3673.88
C-12301,29581.96
C-32659,33211.35
C-30987,60067.1
C-5889,53399.2
C-26564,0.0
C-12238,99536.13
C-47324,0.0
C-38063,25208.82
C-13508,28024.14
C-4543,0.0
C-7536,93266.98
C-27882,12666.26
C-15527,40107.52
C-34334,32074.52
C-5265,70834.29
C-36683,103779.89
C-28660,210011.23
C-38166,69906.02
C-11562,159455.18
C-38499,0.0
C-4398,0.0
C-13042,86072.08
C-45827,33153.82
C-26059,1086.49
C-25728,24974.84
C-28865,79803.36
C-5696,39171.36
C-17389,171977.47
C-8000,16873.58
C-37315,70327.62
C-22860,0.0
C-26594,20516.27
C-30645,58589.91
C-12524,89521.4
C-35079,0.0
C-31836,41694.83
C-46564,131616.08
C-40286,87576.1
C-20950,113640.32
C-42064,0.0
C-37603,19213.12
C-43896,68705.69
C-43380,122092.08
C-20900,28690.88
C-16381,97191.32
C-25157,86190.17
C-647,61811.62
C-11177,116700.37
C-42757,35116.19
C-40557,180859.94
C-4958,10969.65
C-17994,60067.24
C-47451,0.0
C-24945,84719.83
C-21248,10298.61
C-39149,159767.4
C-44389,80551.59
C-40933,8205.32
C-30736,22025.78
C-22864,85087.39
C-10567,52358.13
C-37988,103068.1
C-49316,59690.67
C-40812,73479.73
C-31656,179994.66
C-25970,22278.93
C-47258,0.0
C-17396,87347.99
C-20533,28961.09
C-35884,109802.21
C-21536,40978.06
C-16948,0.0
C-1771,0.0
C-11581,52894.58
C-19054,107597.03
C-13003,63314.69
C-13276,23879.38
C-49974,0.0
C-35016,32219.12
C-20492,54642.51
C-13746,7608.32
C-42966,54284.05
C-13282,112459.84
C-17909,22174.19
C-41511,0.0
C-2990,105622.75
C-3980,66093.61
C-12980,35645.17
C-37876,11816.14
C-4695,100096.53
C-10385,79161.64
C-3809,132533.78
C-43488,56533.74
C-11504,40147.04
C-7587,65610.35
C-9607,44291.87
C-38250,23462.89
C-36558,160961.27
C-8014,14196.7
C-13596,13740.24
C-30582,0.0
C-30021,18136.05
C-18258,106507.95
C-47417,3128.78
C-48343,20599.17
C-49890,140757.24
C-24979,76535.99
C-34908,43252.61
C-23517,99880.96
C-12995,0.0
C-3177,33598.2
C-43422,59603.64
C-810,0.0
C-23230,21927.27
C-15969,48064.32
C-48865,0.0
C-48168,0.0
C-27948,45345.63
C-13588,29562.17
C-22222,0.0
C-46909,0.0
C-46719,163527.61
C-48561,130628.61
C-33590,15140.34
C-6465,32212.66
C-26717,68910.7
C-34944,137222.39
C-43280,0.0
C-2419,68360.8
C-11724,56729.18
C-7460,109862.86
C-38521,0.0
C-41788,0.0
C-33463,0.0
C-16161,14754.39
C-49024,96587.86
C-19025,59447.01
C-37109,13676.28
C-6430,135394.48
C-1380,25178.96
C-13361,23232.98
C-3078,140038.38
C-11143,29111.72
C-9634,52929.15
C-41067,92815.96
C-33223,0.0
C-3974,9333.93
C-24044,170061.73
C-29243,9139.93
C-37475,109433.63
C-13969,26077.6
C-45863,0.0
C-23780,0.0
C-42163,97465.79
C-39856,0.0
C-7496,0.0
C-42894,90024.53
C-49730,40468.27
C-37419,0.0
C-4380,29611.31
C-43713,0.0
C-5045,23892.8
C-12353,123884.43
C-43673,0.0
C-24756,34633.09
C-24647,113266.87
C-207,102482.62
C-18777,28659.16
C-33276,92583.45
C-20392,53255.86
C-47823,10096.17
C-3602,0.0
C-27911,49141.47
C-13758,39461.17
C-46679,28207.92
C-36420,37853.22
C-14075,84345.17
C-39863,0.0
C-24035,63877.6
C-34287,77545.81
C-26828,0.0
C-21739,86216.49
C-21451,34860.97
C-48862,0.0
C-7275,62999.33
C-5002,123707.51
C-11940,75676.52
C-9771,0.0
C-46859,44153.7
C-30551,55100.11
C-19159,0.0
C-43671,60752.23
C-23125,108233.78
C-33813,61888.48
C-3255,99361.41
C-18212,43195.5
C-8069,0.0
C-45366,0.0
C-15031,40289.89
C-27798,101673.77
C-10353,51363.7
C-45521,28660.32
C-25181,0.0
C-8490,7519.68
C-6789,83082.77
C-9527,58925.4
C-26902,0.0
C-36534,122261.2
C-35442,28675.39
C-39696,34781.8
C-42783,0.0
C-31361,117567.75
C-20621,104629.59
C-7599,1619.64
C-24378,15557.46
C-16170,51266.97
C-14724,21273.38
C-20279,0.0
C-3183,105811.56
C-7091,4859.98
C-33081,36657.24
C-10507,43356.15
C-6997,77520.73
C-30752,28369.93
C-29646,38527.86
C-24514,64478.95
C-21587,29790.85
C-8816,0.0
C-44550,12197.99
C-41741,44610.39
C-40536,766.18
C-35728,65203.96
C-30594,5378.1
C-45845,118723.2
C-7550,71642.6
C-49341,29076.87
C-15624,21822.77
C-17746,48387.91
C-44745,0.0
C-29197,36965.66
C-15417,83041.7
C-45088,0.0
C-48686,0.0
C-14187,28130.42
C-47052,0.0
C-19224,99959.49
C-26033,90953.49
C-30978,142525.1
C-959,13982.02
C-8561,24870.12
C-28713,63403.14
C-15087,28318.12
C-49061,0.0
C-46801,0.0
C-29344,61893.67
C-28212,0.0
C-46128,5680.04
C-4099,26216.16
C-20535,170639.81
C-32902,12808.66
C-25769,15056.64
C-38267,49308.82
C-2736,151773.43
C-41542,44870.39
C-384,0.0
C-35820,0.0
C-30469,32836.48
C-26083,63187.73
C-7134,19880.18
C-28782,0.0
C-48012,0.0
C-20244,67754.06
C-45606,131663.23
C-38789,56760.03
C-20208,88476.03
C-1125,156359.07
C-20799,22999.8
C-195,51043.33
C-43760,0.0
C-37418,0.0
C-2894,118452.3
C-30037,0.0
C-4598,105926.4
C-49838,180299.98
C-4888,20833.0
C-4286,108080.4
C-4621,63347.51
C-13852,36946.4
C-36581,11320.14
C-1622,49758.64
C-24961,0.0
C-20532,26163.09
C-7752,48864.96
C-14705,164322.78
C-38026,104751.6
C-15911,39638.35
C-47972,51923.87
C-14208,44814.67
C-37272,0.0
C-17238,27703.32
C-29294,50190.36
C-13942,0.0
C-5022,31090.76
C-10633,47378.51
C-40608,13285.34
C-40821,28700.25
C-11342,0.0
C-43963,2342.98
C-22953,235847.85
C-2061,120189.71
C-8906,190261.11
C-29564,0.0
C-4345,43371.71
C-29710,21723.65
C-17982,65840.16
C-40843,0.0
C-11478,135528.45
C-45414,55145.56
C-16518,182258.24
C-9293,30415.78
C-11251,34753.4
C-43478,45290.71
C-23008,109734.33
C-36223,45546.72
C-42785,3954.92
C-8761,60947.54
C-14711,43683.14
C-22852,45555.32
C-15189,47212.69
C-44107,8535.16
C-39132,29329.86
C-39272,128497.38
C-26599,0.0
C-41059,30567.83
C-18814,213280.24
C-9191,90099.42
C-2602,11738.85
C-37948,35999.63
C-33565,0.0
C-13380,25412.42
C-25095,163601.29
C-7578,0.0
C-31939,65613.54
C-44809,0.0
C-27238,82556.78
C-31504,54401.61
C-8930,0.0
C-42011,0.0
C-45386,0.0
C-12,57694.32
C-14728,31281.91
C-10521,51094.4
C-45709,0.0
C-12165,8051.25
C-13621,54830.68
C-46595,130745.65
C-20431,21589.65
C-15663,17743.59
C-2229,114981.04
C-36376,63954.62
C-23807,70668.47
C-1035,0.0
C-43085,12541.21
C-7376,41530.68
C-1627,0.0
C-35410,112037.57
C-19247,114769.99
C-32436,29730.4
C-24460,75914.4
C-10995,31340.9
C-16771,23174.74
C-28073,40279.11
C-42525,31823.98
C-36239,76427.74
C-20443,16037.3
C-47177,0.0
C-15832,8109.92
C-33713,90029.14
C-28362,25954.7
C-30228,44028.05
C-41956,26810.1
C-6217,159645.31
C-39468,16056.58
C-42324,124951.41
C-39155,127858.29
C-26527,86303.79
C-35899,11589.6
C-39586,25355.73
C-28036,50793.25
C-8400,61641.88
C-39248,19437.54
C-24046,21559.35
C-28479,91617.24
C-35102,107700.36
C-40652,148908.26
C-498,102180.14
C-23074,72056.87
C-5888,20767.21
C-36749,41516.2
C-45350,31760.32
C-22294,52079.97
C-26584,48308.64
C-47438,0.0
C-18012,54339.15
C-2182,0.0
C-7577,0.0
C-2045,12265.75
C-8697,0.0
C-27480,29316.53
C-40427,23739.91
C-25637,50118.38
C-12850,0.0
C-27519,43288.81
C-23281,9348.5
C-4103,79283.71
C-33406,45074.46
C-10581,111867.21
C-46409,0.0
C-9609,52700.76
C-46319,0.0
C-31529,8226.74
C-13101,0.0
C-7740,19921.52
C-33210,61633.96
C-49480,0.0
C-2410,0.0
C-535,55550.38
C-39988,0.0
C-25903,28641.82
C-17205,49184.24
C-6356,51285.03
C-1636,65444.12
C-36260,12469.4
C-28444,62768.31
C-32814,0.0
C-44750,61320.99
C-22477,64157.81
C-47465,112960.55
C-29148,62904.43
C-39259,40717.85
C-46549,306.1
C-47921,0.0
C-44936,0.0
C-4870,16244.46
C-5015,23941.58
C-33581,0.0
C-22369,3694.68
C-32606,29946.38
C-13834,56504.43
C-15710,60120.19
C-93,159617.76
C-10395,54087.91
C-9918,121580.12
C-18071,80001.96
C-18465,21264.55
C-44580,10782.14
C-14737,26870.76
C-12834,113887.74
C-21618,63765.75
C-38834,143464.51
C-16300,100390.96
C-3878,152511.61
C-29136,48028.04
C-28178,13532.28
C-36280,22711.4
C-25952,23676.24
C-32583,39897.17
C-24549,69217.96
C-44549,0.0
C-48718,67720.89
C-35325,7448.88
C-23748,45399.11
C-27920,96845.21
C-1363,60932.43
C-36327,0.0
C-2798,36070.26
C-38594,63558.09
C-23546,72899.34
C-619,41723.85
C-26238,0.0
C-42073,0.0
C-34472,55643.6
C-21856,102559.07
C-44649,96178.87
C-4987,16384.23
C-41699,20175.12
C-5660,93437.7
C-39512,0.0
C-9727,95556.04
C-48153,0.0
C-41480,0.0
C-15558,100863.08
C-46491,100825.52
C-19709,51112.73
C-45592,134033.14
C-37412,41639.43
C-17125,0.0
C-26735,85951.42
C-22360,51245.15
C-38410,0.0
C-29082,102003.37
C-18135,36375.72
C-29990,58263.7
C-40303,116474.68
C-7272,16525.83
C-597,8124.81
C-31715,29421.07
C-24447,19859.4
C-49288,56127.08
C-21364,173466.57
C-36505,50867.53
C-27839,23747.72
C-24489,70900.27
C-1733,55872.4
C-1896,67569.7
C-46188,0.0
C-42426,24045.31
C-46926,1619.64
C-44280,0.0
C-32964,0.0
C-34966,41876.83
C-44568,47686.71
C-23241,62400.19
C-28807,52449.64
C-31643,12943.01
C-36418,49431.67
C-7101,46484.08
C-4218,11288.65
C-43945,208743.58
C-10623,19153.5
C-23629,114763.75
C-42934,0.0
C-30438,16654.55
C-17008,95173.31
C-39663,21452.54
C-9187,16851.9
C-29432,107192.03
C-12626,93066.69
C-13177,9738.9
C-17259,17812.01
C-15460,89764.38
C-3514,8478.17
C-6121,153688.14
C-44713,112933.55
C-14887,135848.18
C-35718,53120.67
C-9750,20804.37
C-45297,39120.12
C-40119,25947.99
C-175,40312.95
C-41482,106410.75
C-33849,0.0
C-6327,0.0
C-10169,39442.45
C-460,0.0
C-39092,8822.6
C-45752,0.0
C-48001,0.0
C-31469,109517.74
C-30397,52028.5
C-19183,84021.54
C-21168,120354.01
C-47676,51871.05
C-600,60517.2
C-28112,94153.57
C-7487,82473.07
C-45162,0.0
C-2539,67770.21
C-22771,67240.94
C-14773,23193.12
C-7507,98732.0
C-24809,0.0
C-15953,74425.96
C-35193,141031.22
C-3118,35005.56
C-10488,86833.39
C-15573,26794.39
C-41670,16966.18
C-39926,48250.47
C-30559,32566.73
C-21297,98804.09
C-27666,73367.23
C-27011,16541.02
C-4274,44699.51
C-38652,39910.85
C-15987,5804.9
C-20347,44073.61
C-34389,54165.69
C-18706,110556.96
C-20963,12240.75
C-40419,13224.25
C-1298,4805.7
C-10572,45445.8
C-7995,0.0
C-45952,22073.49
C-22151,24377.96
C-49294,0.0
C-5698,17727.44
C-30248,10291.5
C-36085,30898.32
C-38963,0.0
C-33418,8171.5
C-46219,48759.17
C-25671,32859.37
C-2124,20391.27
C-49697,0.0
C-46251,1617.33
C-11725,71328.14
C-27249,23114.25
C-17361,925.09
C-41384,25437.05
C-4143,123839.57
C-17294,166052.33
C-46548,0.0
C-46323,0.0
C-44066,0.0
C-7122,129451.71
C-9336,0.0
C-2066,107055.37
C-26224,91043.11
C-23923,43484.94
C-3102,56448.62
C-32757,62282.69
C-35088,115910.34
C-29782,151539.79
C-29718,62662.11
C-24032,95435.0
C-18003,50428.29
C-42445,0.0
C-43393,0.0
C-22060,25572.48
